id,name,email,linkedin_url,location,education_level,university,years_experience,previous_company,domain_expertise,technical_background,serial_entrepreneur,created_at
founder_1510,Erica Jones,nicolemonroe@example.net,https://linkedin.com/in/iwilliams,Los Angeles,Self-taught,CMU,12,Amazon,"['CleanTech', 'SaaS', 'FinTech']",False,False,2017-12-26
founder_1511,Amber Meza,kellyhenry@example.com,https://linkedin.com/in/william83,Washington DC,PhD,Other,13,Finance,"['E-commerce', 'LegalTech']",True,False,2015-10-19
founder_1512,Mark Walsh,jsmith@example.com,https://linkedin.com/in/stacey12,New York,Self-taught,Caltech,6,Amazon,"['HealthTech', 'AgriTech', 'IoT']",True,False,2016-05-18
founder_1513,Tracey Richardson,dhumphrey@example.com,https://linkedin.com/in/samanthamanning,Atlanta,Master's,MIT,23,Amazon,"['FoodTech', 'InsurTech', 'CleanTech']",False,False,2024-03-20
founder_1514,Troy King,william44@example.org,https://linkedin.com/in/guzmaneric,Los Angeles,Bachelor's,Caltech,6,Finance,"['IoT', 'E-commerce', 'CleanTech']",True,False,2020-02-14
founder_1515,Richard Weaver,linda13@example.com,https://linkedin.com/in/uware,San Francisco,Self-taught,CMU,7,Google,"['SaaS', 'InsurTech', 'HRTech']",True,False,2022-02-10
founder_1516,Brenda Schwartz,moonanthony@example.org,https://linkedin.com/in/adam53,Miami,PhD,Stanford,8,Startup,['LegalTech'],True,False,2020-10-15
founder_1517,Stacey Kelly,nirwin@example.net,https://linkedin.com/in/calderonmelissa,Portland,Master's,MIT,5,Consulting,['Cybersecurity'],True,False,2016-02-29
founder_1518,Jonathan Bell,lewisjennifer@example.com,https://linkedin.com/in/kfranklin,Atlanta,Bootcamp,,10,Google,['EdTech'],False,True,2018-06-30
founder_1519,Kayla Ross,david23@example.net,https://linkedin.com/in/meganwilliams,Seattle,Bachelor's,Caltech,24,Facebook,['LegalTech'],False,True,2016-11-10
founder_1520,Adam Fuller,danielroth@example.org,https://linkedin.com/in/latoya50,Miami,Bachelor's,,1,Finance,['Blockchain'],True,False,2020-08-13
founder_1521,Amanda Carter,ymoore@example.com,https://linkedin.com/in/stephenbates,Washington DC,Master's,Harvard,7,Apple,"['Blockchain', 'InsurTech']",True,False,2020-01-08
founder_1522,Leonard May,bobbysmith@example.com,https://linkedin.com/in/ayalaanthony,San Diego,Bachelor's,Stanford,10,Finance,['AI/ML'],False,False,2025-01-05
founder_1523,Darren Chavez,pwagner@example.net,https://linkedin.com/in/patricia26,Chicago,Self-taught,,12,Google,['InsurTech'],False,False,2024-08-10
founder_1524,Scott Wells,david75@example.org,https://linkedin.com/in/zthomas,San Diego,Master's,Other,12,Google,"['Cybersecurity', 'Gaming']",False,False,2024-09-11
founder_1525,Peggy Johnson,tara74@example.net,https://linkedin.com/in/peggy55,Philadelphia,Bootcamp,,11,Apple,"['HealthTech', 'FoodTech']",False,False,2018-07-19
founder_1526,Dennis Spencer,vtucker@example.net,https://linkedin.com/in/natalie98,Dallas,Self-taught,Other,17,Startup,"['HealthTech', 'AgriTech']",True,False,2025-05-02
founder_1527,Jason Glover,schwartzjohn@example.org,https://linkedin.com/in/susan20,Austin,Master's,,6,Finance,['FoodTech'],True,False,2015-10-14
founder_1528,Jessica Craig,woodardthomas@example.com,https://linkedin.com/in/riosdavid,Miami,Self-taught,Other,10,Finance,"['HRTech', 'Blockchain']",False,False,2023-02-21
founder_1529,Nancy Carpenter,myoung@example.com,https://linkedin.com/in/alfred63,Philadelphia,Bootcamp,,7,Startup,"['AI/ML', 'SaaS', 'Cybersecurity']",True,False,2015-06-19
founder_1530,Misty Adams,jamesdunn@example.com,https://linkedin.com/in/ewilson,Philadelphia,Bachelor's,UC Berkeley,25,Finance,"['MarTech', 'HRTech']",True,False,2021-01-30
founder_1531,Rhonda Fields,sloankelly@example.net,https://linkedin.com/in/john19,Atlanta,Master's,UC Berkeley,18,Google,['AI/ML'],True,False,2019-07-06
founder_1532,Zachary Smith,hollyfernandez@example.org,https://linkedin.com/in/cabrerastephanie,Miami,Self-taught,,6,Amazon,"['Blockchain', 'MarTech', 'EdTech']",False,False,2024-01-07
founder_1533,Adrienne Anderson,cohendebbie@example.org,https://linkedin.com/in/kimberly79,Phoenix,Bachelor's,Caltech,15,Microsoft,"['Gaming', 'AI/ML']",True,False,2022-08-18
founder_1534,Billy Floyd,johnchavez@example.com,https://linkedin.com/in/michael16,Seattle,Self-taught,Other,13,Google,['InsurTech'],False,False,2019-12-02
founder_1535,Michael King,sabrinathomas@example.org,https://linkedin.com/in/blee,Boston,PhD,Harvard,0,Facebook,"['EdTech', 'InsurTech', 'SaaS']",True,True,2019-12-22
founder_1536,Miguel Nichols,gatesmichael@example.org,https://linkedin.com/in/freemanerin,Portland,Bootcamp,,17,Consulting,"['LegalTech', 'HealthTech']",False,True,2016-03-13
founder_1537,Justin Brewer,abarnes@example.net,https://linkedin.com/in/lindagreen,Nashville,Bootcamp,Harvard,7,Apple,"['FinTech', 'InsurTech', 'EdTech']",True,False,2020-09-29
founder_1538,Allison Baker,dgreen@example.org,https://linkedin.com/in/millerjames,Los Angeles,Self-taught,,19,Microsoft,"['InsurTech', 'FinTech', 'Blockchain']",False,False,2021-02-19
founder_1539,Nicole Hamilton,allen51@example.com,https://linkedin.com/in/bauerkevin,New York,PhD,,17,Apple,['PropTech'],True,True,2020-05-23
founder_1540,Nathan Miller,david13@example.org,https://linkedin.com/in/jeremiah83,Nashville,Bachelor's,,14,Apple,['FinTech'],True,False,2016-07-12
founder_1541,Anthony Gonzalez,robertsalas@example.com,https://linkedin.com/in/blairchad,Portland,Master's,UC Berkeley,3,Apple,"['Gaming', 'Blockchain']",True,False,2022-03-07
founder_1542,Joshua Price,chadsmith@example.org,https://linkedin.com/in/fsanchez,San Francisco,Master's,UC Berkeley,16,Finance,"['FinTech', 'LegalTech']",False,False,2020-02-24
founder_1543,Jennifer Mayer,jessicabaldwin@example.net,https://linkedin.com/in/sarah89,Chicago,Master's,MIT,21,Finance,['HRTech'],False,False,2018-03-06
founder_1544,Brandon Burgess,rbriggs@example.com,https://linkedin.com/in/isaac13,Denver,Self-taught,Other,13,Finance,['InsurTech'],True,False,2016-02-18
founder_1545,Melissa Williams,jpatterson@example.net,https://linkedin.com/in/christopher75,Washington DC,Master's,CMU,1,Google,['Cybersecurity'],True,False,2023-06-04
founder_1546,Kelly Jones,jacqueline34@example.org,https://linkedin.com/in/wharrison,Chicago,Master's,Other,15,Facebook,"['PropTech', 'Gaming']",True,False,2016-10-21
founder_1547,Heather Garner,ashley24@example.com,https://linkedin.com/in/paul78,Los Angeles,Self-taught,UC Berkeley,1,Finance,"['IoT', 'SaaS', 'AgriTech']",True,False,2021-11-27
founder_1548,Pam Macias,christophersimmons@example.org,https://linkedin.com/in/amybutler,Austin,Self-taught,,19,Tesla,"['Cybersecurity', 'FoodTech', 'AI/ML']",False,False,2016-11-12
founder_1549,Shelly Dominguez,fturner@example.com,https://linkedin.com/in/wpatterson,Portland,Master's,Stanford,19,Tesla,"['IoT', 'FinTech', 'MarTech']",True,False,2019-12-27
founder_1550,Cory Rodriguez,logan71@example.net,https://linkedin.com/in/ecox,Philadelphia,PhD,Harvard,15,Amazon,"['InsurTech', 'MarTech']",True,False,2019-08-28
founder_1551,Nicole Williams,boconnell@example.org,https://linkedin.com/in/millermelissa,Miami,Self-taught,MIT,15,Amazon,['InsurTech'],False,False,2023-09-15
founder_1552,Yvonne Martin,changbrian@example.com,https://linkedin.com/in/wochoa,Washington DC,Master's,MIT,21,Amazon,['AgriTech'],False,False,2024-07-19
founder_1553,Michael Gonzalez,gburke@example.org,https://linkedin.com/in/johnstracy,Boston,PhD,Caltech,11,Facebook,"['LegalTech', 'E-commerce']",False,False,2025-03-14
founder_1554,Brittney Harris,huffjoseph@example.net,https://linkedin.com/in/grossjeffrey,Phoenix,Master's,Stanford,14,Consulting,"['InsurTech', 'CleanTech']",True,False,2018-12-13
founder_1555,Kimberly Bryant,maria91@example.net,https://linkedin.com/in/mwilliams,Denver,Master's,Harvard,16,Startup,['CleanTech'],True,True,2017-09-19
founder_1556,Nicole Gallagher,emily79@example.org,https://linkedin.com/in/davidtaylor,San Diego,Self-taught,,4,Startup,['EdTech'],False,False,2022-07-11
founder_1557,Matthew Brady,reedlaura@example.com,https://linkedin.com/in/james84,Los Angeles,Bootcamp,Stanford,7,Startup,"['IoT', 'MarTech']",False,False,2018-08-14
founder_1558,Aaron Farrell,catherine87@example.org,https://linkedin.com/in/gtucker,Boston,Bootcamp,UC Berkeley,12,Amazon,"['MarTech', 'AI/ML']",False,False,2024-12-01
founder_1559,Sharon Carlson,jillian04@example.org,https://linkedin.com/in/crystal32,Los Angeles,Bootcamp,,11,Microsoft,"['FinTech', 'SaaS', 'Cybersecurity']",True,False,2020-11-02
founder_1560,Philip Evans,sarascott@example.org,https://linkedin.com/in/kpena,San Diego,Master's,Harvard,2,Finance,['InsurTech'],False,False,2016-10-23
founder_1561,Nicole Smith,derekvillarreal@example.com,https://linkedin.com/in/aaron35,Washington DC,Master's,UC Berkeley,4,Apple,"['E-commerce', 'HealthTech', 'AI/ML']",True,False,2018-09-12
founder_1562,Michelle Green,jessica10@example.org,https://linkedin.com/in/phood,Los Angeles,Self-taught,UC Berkeley,17,Apple,"['PropTech', 'HRTech']",True,False,2023-10-06
founder_1563,Aaron Mills,trankevin@example.com,https://linkedin.com/in/daviddawson,Washington DC,Self-taught,,4,Startup,"['Gaming', 'FoodTech', 'InsurTech']",True,True,2017-07-19
founder_1564,Julie Dixon,lsanchez@example.org,https://linkedin.com/in/davissonya,Washington DC,Self-taught,Stanford,23,Finance,['HRTech'],False,False,2017-06-30
founder_1565,Corey Mccann,ewade@example.net,https://linkedin.com/in/stevenskelli,Chicago,PhD,Other,13,Amazon,"['Blockchain', 'HealthTech', 'InsurTech']",True,False,2016-09-03
founder_1566,Melissa Brewer,stacywilliams@example.com,https://linkedin.com/in/fernandeztodd,Portland,Self-taught,MIT,1,Google,"['PropTech', 'Cybersecurity', 'HealthTech']",False,False,2023-04-21
founder_1567,Jason Hoffman,lance70@example.net,https://linkedin.com/in/lauraramirez,Miami,Bootcamp,Caltech,1,Facebook,"['CleanTech', 'HealthTech', 'SaaS']",False,True,2021-09-17
founder_1568,Robert Wilson,moorejennifer@example.com,https://linkedin.com/in/sherrybrown,San Francisco,Self-taught,Caltech,8,Consulting,"['MarTech', 'Cybersecurity']",False,False,2019-01-20
founder_1569,Daniel Branch,matthewbrown@example.net,https://linkedin.com/in/rebeccabaker,Washington DC,Bootcamp,MIT,23,Apple,"['E-commerce', 'Cybersecurity', 'Gaming']",False,False,2023-11-29
founder_1570,Brandi Bell,anthonymoran@example.net,https://linkedin.com/in/taguilar,Portland,Bootcamp,Other,3,Finance,"['AgriTech', 'LegalTech']",False,False,2020-09-01
founder_1571,David Costa,angela08@example.com,https://linkedin.com/in/coxjessica,New York,Self-taught,UC Berkeley,24,Apple,['InsurTech'],True,False,2017-05-28
founder_1572,James Lopez,robinphillips@example.org,https://linkedin.com/in/denisebrock,San Diego,Self-taught,Other,24,Apple,"['EdTech', 'Gaming']",False,True,2020-01-04
founder_1573,Dr. John Evans,carriewilson@example.org,https://linkedin.com/in/abrooks,Seattle,Bootcamp,Other,12,Startup,['PropTech'],False,False,2023-03-10
founder_1574,Megan Matthews,brian59@example.net,https://linkedin.com/in/amber81,Nashville,Bootcamp,UC Berkeley,10,Microsoft,"['FoodTech', 'LegalTech']",True,False,2016-08-19
founder_1575,Albert Hensley,mathewserica@example.org,https://linkedin.com/in/youngmelissa,Los Angeles,Self-taught,,15,Microsoft,['AI/ML'],True,True,2024-07-19
founder_1576,Maria Holmes,lgray@example.net,https://linkedin.com/in/monique01,Austin,Bachelor's,Caltech,1,Google,"['FoodTech', 'PropTech']",False,False,2021-10-03
founder_1577,Tyler Chavez,smurphy@example.net,https://linkedin.com/in/fswanson,Boston,Bachelor's,MIT,25,Amazon,['InsurTech'],True,False,2019-10-09
founder_1578,Tommy Chambers,agomez@example.com,https://linkedin.com/in/longtimothy,Philadelphia,PhD,MIT,0,Amazon,"['Cybersecurity', 'FoodTech']",True,True,2018-02-05
founder_1579,Julie Rogers,dlewis@example.net,https://linkedin.com/in/brian89,Portland,Master's,Other,12,Tesla,"['AI/ML', 'FoodTech', 'HealthTech']",False,False,2020-02-02
founder_1580,Kathleen Singleton DDS,karinabanks@example.net,https://linkedin.com/in/paul66,Miami,Bootcamp,,22,Microsoft,"['InsurTech', 'SaaS', 'HealthTech']",True,True,2018-09-05
founder_1581,John Flowers,jeffrey35@example.net,https://linkedin.com/in/john03,Los Angeles,Bachelor's,CMU,25,Consulting,"['E-commerce', 'Gaming']",True,False,2020-08-21
founder_1582,Cody Jordan,hartjeffrey@example.org,https://linkedin.com/in/hectorbishop,Nashville,Self-taught,Caltech,21,Amazon,"['HealthTech', 'Gaming']",True,False,2023-01-12
founder_1583,Michael Becker,ashleycross@example.org,https://linkedin.com/in/charleswalters,San Francisco,Bootcamp,Harvard,3,Microsoft,"['Cybersecurity', 'EdTech']",True,False,2021-07-02
founder_1584,Susan Flores,amyclark@example.com,https://linkedin.com/in/victoria59,Los Angeles,Self-taught,CMU,4,Microsoft,"['PropTech', 'EdTech']",True,True,2018-04-16
founder_1585,Jillian Blankenship,courtneywagner@example.com,https://linkedin.com/in/roblessabrina,Portland,PhD,,16,Apple,['SaaS'],True,False,2017-10-26
founder_1586,Sarah Mclaughlin,hendersonemily@example.net,https://linkedin.com/in/leonkatherine,San Diego,Bachelor's,Caltech,12,Consulting,['HealthTech'],True,False,2021-08-23
founder_1587,Erika Clark,andrewsrebecca@example.com,https://linkedin.com/in/uli,Chicago,Bootcamp,Other,20,Apple,['CleanTech'],False,False,2020-02-26
founder_1588,Mary Young,andersonsherry@example.com,https://linkedin.com/in/katherineleblanc,Miami,Self-taught,CMU,18,Consulting,['CleanTech'],True,False,2023-09-03
founder_1589,Gary Curry,mhale@example.net,https://linkedin.com/in/vrichards,Nashville,Bootcamp,,3,Startup,"['IoT', 'PropTech']",True,False,2017-08-08
founder_1590,Selena Wilson,josepearson@example.com,https://linkedin.com/in/marshalljames,Philadelphia,Self-taught,MIT,18,Amazon,"['Gaming', 'CleanTech']",True,False,2018-08-15
founder_1591,Kimberly Lewis,seancampbell@example.com,https://linkedin.com/in/umontgomery,Washington DC,Master's,,4,Finance,['Gaming'],True,True,2018-07-08
founder_1592,Tiffany Rogers,nicholasburgess@example.org,https://linkedin.com/in/thompsoncandace,Seattle,Bachelor's,Caltech,6,Facebook,"['CleanTech', 'MarTech']",False,True,2015-07-14
founder_1593,Nicholas Sanders,careychristian@example.org,https://linkedin.com/in/shouse,Dallas,Self-taught,Caltech,4,Google,['MarTech'],True,False,2020-01-12
founder_1594,Andrew Turner,madeline48@example.com,https://linkedin.com/in/smithveronica,Washington DC,Self-taught,CMU,23,Google,"['E-commerce', 'HRTech']",True,False,2015-07-24
founder_1595,Terry Guerrero,kristinthomas@example.org,https://linkedin.com/in/walshmartha,Chicago,Bachelor's,UC Berkeley,3,Startup,"['FoodTech', 'HRTech', 'InsurTech']",True,False,2019-01-20
founder_1596,Trevor Nelson,amanda70@example.com,https://linkedin.com/in/ljacobson,San Francisco,Bootcamp,UC Berkeley,17,Apple,"['LegalTech', 'HRTech', 'SaaS']",True,False,2021-11-20
founder_1597,Linda Espinoza,estout@example.net,https://linkedin.com/in/lawrencemartinez,Miami,Bachelor's,Other,23,Facebook,['SaaS'],True,False,2021-12-07
founder_1598,Stanley Hernandez,oshaw@example.com,https://linkedin.com/in/amyhull,Los Angeles,PhD,Harvard,23,Tesla,"['InsurTech', 'AI/ML', 'FoodTech']",True,False,2023-05-22
founder_1599,Steven Martinez,hubbardkelly@example.org,https://linkedin.com/in/stephen82,Dallas,Bachelor's,,12,Startup,['CleanTech'],True,False,2018-02-11
founder_1600,Emma Luna,joneslisa@example.com,https://linkedin.com/in/colonsydney,Miami,PhD,MIT,16,Facebook,['FoodTech'],True,False,2024-01-31
founder_1601,Nichole Pope,anoble@example.com,https://linkedin.com/in/blevinsjames,Chicago,PhD,Other,14,Microsoft,['CleanTech'],False,False,2024-06-26
founder_1602,Robert Henderson,crystaldelacruz@example.com,https://linkedin.com/in/mia46,Nashville,Self-taught,MIT,6,Finance,"['AI/ML', 'Blockchain', 'Cybersecurity']",True,False,2019-05-28
founder_1603,Stephen Goodwin,brandonevans@example.net,https://linkedin.com/in/leslie48,Los Angeles,Self-taught,,24,Apple,"['HealthTech', 'EdTech']",True,False,2016-06-16
founder_1604,Lisa Garcia,philip77@example.net,https://linkedin.com/in/bobbymalone,New York,Self-taught,,20,Facebook,"['Blockchain', 'IoT', 'SaaS']",True,False,2016-09-01
founder_1605,Michael Patton,hillmargaret@example.org,https://linkedin.com/in/patricia53,Philadelphia,Self-taught,MIT,17,Facebook,"['AgriTech', 'FoodTech']",True,False,2021-01-22
founder_1606,Diana Edwards,anne32@example.org,https://linkedin.com/in/mpaul,Portland,Bachelor's,,9,Amazon,['AI/ML'],True,False,2018-08-20
founder_1607,Brian Knox,parsonsrobert@example.net,https://linkedin.com/in/christopher70,Washington DC,Self-taught,,15,Microsoft,"['EdTech', 'AgriTech', 'FinTech']",False,False,2016-07-08
founder_1608,Kenneth Spence,johnlowery@example.org,https://linkedin.com/in/woodsjoshua,Dallas,PhD,Caltech,0,Consulting,['Gaming'],False,False,2024-07-12
founder_1609,Jamie Campbell,hardymichael@example.net,https://linkedin.com/in/carlsonjames,Boston,Bachelor's,Caltech,4,Consulting,"['HealthTech', 'InsurTech', 'EdTech']",True,False,2020-09-30
founder_1610,Wendy Jones,williammartinez@example.com,https://linkedin.com/in/heather23,Phoenix,Master's,Caltech,12,Tesla,['Gaming'],False,True,2017-09-05
founder_1611,Kathleen Adams,summersbradley@example.net,https://linkedin.com/in/estradamarcus,Philadelphia,Bootcamp,CMU,6,Finance,['IoT'],True,False,2024-02-26
founder_1612,Nicholas Rice,millsdaniel@example.org,https://linkedin.com/in/pricetyler,New York,PhD,UC Berkeley,1,Tesla,"['SaaS', 'HRTech']",True,False,2022-02-04
founder_1613,Becky Sullivan,cdavis@example.com,https://linkedin.com/in/christine65,San Diego,Self-taught,MIT,5,Microsoft,"['PropTech', 'Gaming', 'FoodTech']",True,False,2019-08-27
founder_1614,Tim Johnson,richardburton@example.org,https://linkedin.com/in/bcoleman,Philadelphia,Bachelor's,MIT,13,Amazon,['Blockchain'],True,False,2019-04-11
founder_1615,Robert Mays,jamiestewart@example.net,https://linkedin.com/in/erica92,Seattle,Bachelor's,UC Berkeley,17,Tesla,"['AgriTech', 'InsurTech', 'IoT']",True,False,2017-12-19
founder_1616,Ryan Preston,pattersonjennifer@example.net,https://linkedin.com/in/erik19,Washington DC,Master's,Harvard,22,Google,['AI/ML'],False,False,2016-07-21
founder_1617,Thomas Price,bjackson@example.net,https://linkedin.com/in/sanfordbryan,Atlanta,Bachelor's,Other,5,Finance,['MarTech'],True,False,2018-02-24
founder_1618,Tony Vasquez,gsummers@example.org,https://linkedin.com/in/bradweber,Los Angeles,Bootcamp,Stanford,6,Microsoft,"['Blockchain', 'MarTech']",False,False,2021-02-20
founder_1619,Steven Stephens,clarkmelanie@example.net,https://linkedin.com/in/jerry97,Seattle,Bootcamp,,24,Amazon,"['LegalTech', 'SaaS']",False,False,2022-01-18
founder_1620,William Campbell,bensonthomas@example.org,https://linkedin.com/in/larsonethan,Nashville,PhD,,13,Tesla,['E-commerce'],True,False,2019-05-23
founder_1621,Michele Williamson,garciakaren@example.net,https://linkedin.com/in/eddie32,Los Angeles,Bootcamp,,1,Finance,['Gaming'],False,False,2022-01-07
founder_1622,Duane Bennett,kennethhopkins@example.com,https://linkedin.com/in/april67,Seattle,Bachelor's,Other,6,Google,['E-commerce'],False,False,2022-05-18
founder_1623,Barry Shelton,twest@example.com,https://linkedin.com/in/fporter,Phoenix,Master's,,22,Startup,['AgriTech'],True,False,2017-04-21
founder_1624,Donna Kelly,normancody@example.com,https://linkedin.com/in/cjuarez,Denver,PhD,Caltech,22,Google,['InsurTech'],True,True,2016-05-19
founder_1625,Adam Mack,rebecca48@example.com,https://linkedin.com/in/laurasmith,Miami,Self-taught,Harvard,20,Apple,"['HealthTech', 'Gaming', 'IoT']",False,False,2022-07-21
founder_1626,Thomas Giles,leecalvin@example.org,https://linkedin.com/in/kiaraholloway,Atlanta,Bachelor's,Other,1,Tesla,"['IoT', 'InsurTech']",True,False,2024-03-04
founder_1627,Kelly Alvarado,carlos75@example.net,https://linkedin.com/in/theresasanchez,Denver,Bootcamp,,8,Microsoft,['E-commerce'],True,False,2024-09-21
founder_1628,Tonya Martinez,allen02@example.org,https://linkedin.com/in/dunnlisa,Portland,Bootcamp,MIT,25,Apple,"['FinTech', 'MarTech', 'Cybersecurity']",True,False,2016-10-04
founder_1629,Carol Sparks,richardsonkristen@example.net,https://linkedin.com/in/robinfrazier,Miami,Bachelor's,,2,Tesla,"['E-commerce', 'SaaS', 'Gaming']",True,False,2018-06-10
founder_1630,Keith Graham,ethan79@example.com,https://linkedin.com/in/kennethconway,Miami,Bachelor's,Stanford,6,Tesla,['CleanTech'],True,False,2021-11-07
founder_1631,Megan Haynes,angelawall@example.com,https://linkedin.com/in/ywilkins,Boston,Bachelor's,,6,Facebook,['InsurTech'],True,True,2023-06-13
founder_1632,Ryan Diaz,robertsonkatherine@example.org,https://linkedin.com/in/madisoncaldwell,Philadelphia,PhD,UC Berkeley,21,Google,['AI/ML'],False,True,2018-07-19
founder_1633,Mark Palmer,golson@example.org,https://linkedin.com/in/elizabethbailey,Boston,Bootcamp,Harvard,6,Finance,"['AI/ML', 'MarTech']",False,False,2020-11-07
founder_1634,Michelle Lynn,fharrington@example.net,https://linkedin.com/in/laurenbailey,Dallas,PhD,MIT,10,Amazon,"['LegalTech', 'Blockchain']",False,True,2022-04-14
founder_1635,Natalie Vasquez,jwalker@example.net,https://linkedin.com/in/afreeman,Philadelphia,Self-taught,UC Berkeley,1,Microsoft,['E-commerce'],False,False,2019-04-08
founder_1636,Robert Wilson,ericjackson@example.net,https://linkedin.com/in/ablack,Philadelphia,Bachelor's,,17,Tesla,"['SaaS', 'IoT']",True,False,2024-02-29
founder_1637,Jasmine Armstrong,amanda39@example.net,https://linkedin.com/in/esteele,Atlanta,Master's,Stanford,10,Amazon,"['E-commerce', 'Blockchain']",True,True,2019-04-23
founder_1638,Brenda Dennis,ericcochran@example.com,https://linkedin.com/in/hallmatthew,Chicago,PhD,MIT,13,Google,['Gaming'],False,False,2019-07-30
founder_1639,Maria Hall,tortiz@example.net,https://linkedin.com/in/richard85,Chicago,Bootcamp,,20,Startup,"['Cybersecurity', 'CleanTech']",True,False,2024-09-27
founder_1640,Monica Carter,perezlauren@example.com,https://linkedin.com/in/robbinschristopher,Chicago,Bootcamp,Stanford,2,Microsoft,['Cybersecurity'],True,False,2023-10-19
founder_1641,Christopher Colon,snyderwilliam@example.org,https://linkedin.com/in/annemoore,San Francisco,Bachelor's,Other,17,Tesla,"['Cybersecurity', 'HealthTech', 'MarTech']",True,False,2016-12-08
founder_1642,Peter Anderson,tmartin@example.net,https://linkedin.com/in/martinezmonique,Dallas,Bootcamp,Harvard,21,Consulting,"['E-commerce', 'EdTech']",False,False,2017-11-04
founder_1643,Katie Choi,thomaswalsh@example.org,https://linkedin.com/in/wrightmarie,Boston,Bootcamp,Stanford,22,Apple,"['InsurTech', 'EdTech', 'HealthTech']",True,False,2025-03-04
founder_1644,David Hall,vargaseduardo@example.net,https://linkedin.com/in/stevenwilliamson,Philadelphia,Master's,,15,Microsoft,['E-commerce'],True,False,2022-12-19
founder_1645,Vanessa Black,oreeves@example.net,https://linkedin.com/in/amberweber,Dallas,PhD,MIT,7,Facebook,"['IoT', 'E-commerce', 'PropTech']",True,False,2017-03-04
founder_1646,Daniel Mooney,smithanne@example.net,https://linkedin.com/in/john76,Boston,Master's,Stanford,24,Tesla,"['PropTech', 'Gaming']",True,True,2016-11-14
founder_1647,Kenneth Dawson,vancethomas@example.net,https://linkedin.com/in/alejandrorose,Seattle,Master's,,6,Tesla,"['InsurTech', 'Cybersecurity']",False,False,2023-08-20
founder_1648,Steven Thomas,wyattpatrick@example.org,https://linkedin.com/in/kelliecole,Los Angeles,Bootcamp,,11,Amazon,"['HRTech', 'InsurTech', 'LegalTech']",True,False,2016-06-03
founder_1649,Kenneth Lee,brookeenglish@example.net,https://linkedin.com/in/ijohnson,Nashville,PhD,Other,6,Apple,"['SaaS', 'LegalTech', 'Gaming']",True,False,2017-07-01
founder_1650,Jonathan Williams,stephanielynch@example.net,https://linkedin.com/in/zduran,Los Angeles,Self-taught,Stanford,14,Apple,['Gaming'],False,False,2021-06-15
founder_1651,Elizabeth Salazar,larsenmark@example.net,https://linkedin.com/in/jamesharris,Portland,Master's,UC Berkeley,16,Facebook,['AI/ML'],False,True,2017-10-17
founder_1652,Bryce Johnson,rfoster@example.com,https://linkedin.com/in/michaelhartman,Miami,Self-taught,,8,Startup,"['PropTech', 'CleanTech', 'EdTech']",False,False,2024-09-05
founder_1653,Sharon Rodriguez,ashley86@example.org,https://linkedin.com/in/gary36,New York,Self-taught,UC Berkeley,4,Apple,"['SaaS', 'PropTech']",False,False,2022-11-22
founder_1654,Kathryn Douglas,nancymartin@example.org,https://linkedin.com/in/ftodd,Denver,PhD,Caltech,22,Amazon,"['PropTech', 'InsurTech']",True,False,2017-03-25
founder_1655,Mark Simpson,rbennett@example.org,https://linkedin.com/in/bpalmer,Dallas,Master's,Stanford,17,Amazon,"['SaaS', 'FinTech']",True,False,2024-11-24
founder_1656,Holly James,dlivingston@example.com,https://linkedin.com/in/hernandezdavid,Philadelphia,Self-taught,Other,15,Tesla,"['Blockchain', 'FoodTech', 'HealthTech']",True,False,2018-02-05
founder_1657,Laura Bird,ustevenson@example.net,https://linkedin.com/in/ebony32,Miami,Self-taught,,25,Startup,"['FinTech', 'IoT']",True,False,2019-11-26
founder_1658,Kelly Davis,idavis@example.net,https://linkedin.com/in/whitemelvin,San Francisco,PhD,UC Berkeley,7,Microsoft,['SaaS'],True,False,2017-07-11
founder_1659,Krystal Bell,matthewsdaniel@example.org,https://linkedin.com/in/williecole,San Francisco,Bachelor's,,23,Tesla,"['Cybersecurity', 'PropTech']",True,False,2021-09-05
founder_1660,James Moreno,bryanhenderson@example.net,https://linkedin.com/in/scottrichard,Portland,Bachelor's,CMU,9,Google,"['EdTech', 'FinTech', 'Blockchain']",False,False,2018-12-03
founder_1661,Charlene Byrd,leemyers@example.com,https://linkedin.com/in/joseph30,New York,Self-taught,UC Berkeley,16,Amazon,"['FinTech', 'LegalTech', 'Cybersecurity']",False,False,2021-11-18
founder_1662,Laura Estes,lnguyen@example.org,https://linkedin.com/in/edwinjordan,Chicago,Bootcamp,Harvard,14,Google,"['PropTech', 'MarTech']",False,False,2019-05-15
founder_1663,Karen Wagner,collinspaul@example.com,https://linkedin.com/in/aliciagonzalez,Denver,Bootcamp,,12,Finance,"['CleanTech', 'InsurTech', 'SaaS']",True,True,2018-10-13
founder_1664,Logan Cummings,carolsanchez@example.org,https://linkedin.com/in/brian30,San Diego,Bootcamp,,17,Startup,"['Gaming', 'AgriTech']",False,False,2021-10-09
founder_1665,Travis Myers,ywatson@example.org,https://linkedin.com/in/lawsonlisa,Los Angeles,PhD,,21,Consulting,"['LegalTech', 'Blockchain', 'HRTech']",True,False,2018-10-09
founder_1666,Mr. Chris Russell DDS,qromero@example.org,https://linkedin.com/in/vrodriguez,Miami,Self-taught,Caltech,24,Finance,"['AI/ML', 'FinTech']",False,False,2017-05-30
